datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,date,time,month,hour,weekday_no
2011-08-06 20:00:00,3,0,0,3,29.52,34.85,79,19.0012,58,79,137,11080610.,08PM00.,08,20,6
2011-08-06 21:00:00,3,0,0,2,28.7,33.335,84,22.0028,28,86,114,11080610.,09PM00.,08,21,6
2011-08-06 22:00:00,3,0,0,2,28.7,33.335,84,22.0028,24,96,120,11080610.,10PM00.,08,22,6
2011-08-06 23:00:00,3,0,0,3,28.7,33.335,84,19.0012,29,79,108,11080610.,11PM00.,08,23,6
2011-08-07 00:00:00,3,0,0,2,28.7,33.335,84,19.0012,14,66,80,11080710.,12AM00.,08,00,7
2011-08-07 01:00:00,3,0,0,2,28.7,33.335,84,16.9979,10,63,73,11080710.,01AM00.,08,01,7
2011-08-07 02:00:00,3,0,0,2,28.7,33.335,84,15.0013,18,48,66,11080710.,02AM00.,08,02,7
2011-08-07 03:00:00,3,0,0,2,28.7,33.335,84,8.9981,9,23,32,11080710.,03AM00.,08,03,7
2011-08-07 04:00:00,3,0,0,1,28.7,33.335,84,8.9981,1,5,6,11080710.,04AM00.,08,04,7
2011-08-07 05:00:00,3,0,0,1,28.7,33.335,89,12.998,1,4,5,11080710.,05AM00.,08,05,7
2011-08-07 06:00:00,3,0,0,1,28.7,33.335,89,11.0014,3,10,13,11080710.,06AM00.,08,06,7
2011-08-07 07:00:00,3,0,0,1,28.7,33.335,84,12.998,11,28,39,11080710.,07AM00.,08,07,7
2011-08-07 08:00:00,3,0,0,1,29.52,34.85,79,12.998,23,66,89,11080710.,08AM00.,08,08,7
2011-08-07 09:00:00,3,0,0,1,31.16,37.12,75,7.0015,82,102,184,11080710.,09AM00.,08,09,7
2011-08-07 10:00:00,3,0,0,1,32.8,40.15,66,8.9981,88,178,266,11080710.,10AM00.,08,10,7
2011-08-07 11:00:00,3,0,0,1,33.62,41.665,63,0.0,113,156,269,11080710.,11AM00.,08,11,7
2011-08-07 12:00:00,3,0,0,1,36.9,42.425,42,19.9995,161,209,370,11080710.,12PM00.,08,12,7
2011-08-07 13:00:00,3,0,0,1,36.9,42.425,42,19.9995,118,206,324,11080710.,01PM00.,08,13,7
2011-08-07 14:00:00,3,0,0,1,35.26,40.15,47,12.998,130,192,322,11080710.,02PM00.,08,14,7
2011-08-07 15:00:00,3,0,0,3,29.52,34.85,74,19.9995,118,208,326,11080710.,03PM00.,08,15,7
2011-08-07 16:00:00,3,0,0,3,29.52,34.85,74,19.9995,74,119,193,11080710.,04PM00.,08,16,7
2011-08-07 17:00:00,3,0,0,3,30.34,35.605,74,43.0006,63,131,194,11080710.,05PM00.,08,17,7
2011-08-07 18:00:00,3,0,0,1,29.52,34.85,74,6.0032,74,155,229,11080710.,06PM00.,08,18,7
2011-08-07 19:00:00,3,0,0,1,29.52,34.85,79,11.0014,68,160,228,11080710.,07PM00.,08,19,7
2011-08-07 20:00:00,3,0,0,1,29.52,35.605,84,8.9981,50,133,183,11080710.,08PM00.,08,20,7
2011-08-07 21:00:00,3,0,0,1,29.52,35.605,84,7.0015,36,100,136,11080710.,09PM00.,08,21,7
2011-08-07 22:00:00,3,0,0,1,28.7,33.335,89,12.998,21,82,103,11080710.,10PM00.,08,22,7
2011-08-07 23:00:00,3,0,0,1,28.7,33.335,79,7.0015,12,43,55,11080710.,11PM00.,08,23,7
2011-08-08 00:00:00,3,0,1,1,28.7,33.335,79,7.0015,13,17,30,11080810.,12AM00.,08,00,1
2011-08-08 01:00:00,3,0,1,1,27.88,31.82,83,8.9981,4,8,12,11080810.,01AM00.,08,01,1
2011-08-08 02:00:00,3,0,1,1,27.06,29.545,89,0.0,4,3,7,11080810.,02AM00.,08,02,1
2011-08-08 03:00:00,3,0,1,1,27.06,29.545,89,0.0,1,0,1,11080810.,03AM00.,08,03,1
2011-08-08 04:00:00,3,0,1,1,27.06,29.545,89,7.0015,2,8,10,11080810.,04AM00.,08,04,1
2011-08-08 05:00:00,3,0,1,1,28.7,33.335,79,6.0032,1,14,15,11080810.,05AM00.,08,05,1
2011-08-08 06:00:00,3,0,1,1,28.7,32.575,65,19.0012,8,87,95,11080810.,06AM00.,08,06,1
2011-08-08 07:00:00,3,0,1,1,29.52,34.09,62,19.9995,18,249,267,11080810.,07AM00.,08,07,1
2011-08-08 08:00:00,3,0,1,1,30.34,34.09,58,22.0028,29,320,349,11080810.,08AM00.,08,08,1
2011-08-08 09:00:00,3,0,1,1,31.16,34.85,55,26.0027,37,146,183,11080810.,09AM00.,08,09,1
2011-08-08 10:00:00,3,0,1,1,32.8,37.12,52,26.0027,62,62,124,11080810.,10AM00.,08,10,1
2011-08-08 11:00:00,3,0,1,1,33.62,37.12,48,23.9994,90,89,179,11080810.,11AM00.,08,11,1
2011-08-08 12:00:00,3,0,1,1,33.62,37.88,46,16.9979,48,134,182,11080810.,12PM00.,08,12,1
2011-08-08 13:00:00,3,0,1,1,34.44,37.88,44,19.9995,43,108,151,11080810.,01PM00.,08,13,1
2011-08-08 14:00:00,3,0,1,1,33.62,37.12,43,19.9995,41,109,150,11080810.,02PM00.,08,14,1
2011-08-08 15:00:00,3,0,1,1,34.44,37.88,41,19.9995,40,86,126,11080810.,03PM00.,08,15,1
2011-08-08 16:00:00,3,0,1,1,35.26,38.635,39,19.0012,64,218,282,11080810.,04PM00.,08,16,1
2011-08-08 17:00:00,3,0,1,1,35.26,38.635,39,11.0014,67,460,527,11080810.,05PM00.,08,17,1
2011-08-08 18:00:00,3,0,1,1,34.44,37.88,41,8.9981,64,465,529,11080810.,06PM00.,08,18,1
2011-08-08 19:00:00,3,0,1,1,33.62,37.12,43,7.0015,64,352,416,11080810.,07PM00.,08,19,1
2011-08-08 20:00:00,3,0,1,1,32.8,37.88,55,0.0,71,215,286,11080810.,08PM00.,08,20,1
2011-08-08 21:00:00,3,0,1,1,31.16,35.605,58,6.0032,30,156,186,11080810.,09PM00.,08,21,1
2011-08-08 22:00:00,3,0,1,1,31.16,35.605,58,7.0015,26,121,147,11080810.,10PM00.,08,22,1
2011-08-08 23:00:00,3,0,1,1,30.34,34.85,66,7.0015,19,53,72,11080810.,11PM00.,08,23,1
2011-08-09 00:00:00,3,0,1,1,29.52,34.85,79,8.9981,10,25,35,11080910.,12AM00.,08,00,2
2011-08-09 01:00:00,3,0,1,1,29.52,34.09,66,0.0,5,9,14,11080910.,01AM00.,08,01,2
2011-08-09 02:00:00,3,0,1,1,29.52,34.09,70,0.0,9,3,12,11080910.,02AM00.,08,02,2
2011-08-09 03:00:00,3,0,1,1,29.52,34.09,62,0.0,0,3,3,11080910.,03AM00.,08,03,2
2011-08-09 04:00:00,3,0,1,1,28.7,33.335,74,0.0,1,6,7,11080910.,04AM00.,08,04,2
2011-08-09 05:00:00,3,0,1,1,28.7,32.575,65,6.0032,5,25,30,11080910.,05AM00.,08,05,2
2011-08-09 06:00:00,3,0,1,1,29.52,33.335,64,0.0,6,95,101,11080910.,06AM00.,08,06,2
2011-08-09 07:00:00,3,0,1,1,29.52,34.85,74,7.0015,30,313,343,11080910.,07AM00.,08,07,2
2011-08-09 08:00:00,3,0,1,1,30.34,34.85,66,0.0,40,352,392,11080910.,08AM00.,08,08,2
2011-08-09 09:00:00,3,0,1,2,31.98,37.12,62,8.9981,34,141,175,11080910.,09AM00.,08,09,2
2011-08-09 10:00:00,3,0,1,2,32.8,38.635,59,15.0013,55,89,144,11080910.,10AM00.,08,10,2
2011-08-09 11:00:00,3,0,1,1,32.8,38.635,59,15.0013,61,88,149,11080910.,11AM00.,08,11,2
2011-08-09 12:00:00,3,0,1,1,33.62,39.395,56,12.998,60,125,185,11080910.,12PM00.,08,12,2
2011-08-09 13:00:00,3,0,1,1,34.44,39.395,49,11.0014,48,127,175,11080910.,01PM00.,08,13,2
2011-08-09 14:00:00,3,0,1,1,35.26,39.395,44,19.0012,53,95,148,11080910.,02PM00.,08,14,2
2011-08-09 15:00:00,3,0,1,1,35.26,38.635,39,19.0012,58,106,164,11080910.,03PM00.,08,15,2
2011-08-09 16:00:00,3,0,1,1,35.26,38.635,39,19.9995,57,228,285,11080910.,04PM00.,08,16,2
2011-08-09 17:00:00,3,0,1,1,32.8,37.88,55,11.0014,79,453,532,11080910.,05PM00.,08,17,2
2011-08-09 18:00:00,3,0,1,1,32.8,37.88,55,12.998,97,488,585,11080910.,06PM00.,08,18,2
2011-08-09 19:00:00,3,0,1,1,32.8,37.12,49,7.0015,69,302,371,11080910.,07PM00.,08,19,2
2011-08-09 20:00:00,3,0,1,1,32.8,36.365,43,12.998,34,258,292,11080910.,08PM00.,08,20,2
2011-08-09 21:00:00,3,0,1,1,31.98,34.85,46,16.9979,46,184,230,11080910.,09PM00.,08,21,2
2011-08-09 22:00:00,3,0,1,1,31.98,34.85,46,19.9995,28,127,155,11080910.,10PM00.,08,22,2
2011-08-09 23:00:00,3,0,1,1,31.16,34.09,48,19.0012,22,53,75,11080910.,11PM00.,08,23,2
2011-08-10 00:00:00,3,0,1,1,30.34,33.335,51,15.0013,19,18,37,11081010.,12AM00.,08,00,3
2011-08-10 01:00:00,3,0,1,1,29.52,33.335,54,12.998,7,10,17,11081010.,01AM00.,08,01,3
2011-08-10 02:00:00,3,0,1,1,29.52,33.335,54,11.0014,1,10,11,11081010.,02AM00.,08,02,3
2011-08-10 03:00:00,3,0,1,1,28.7,32.575,58,11.0014,1,3,4,11081010.,03AM00.,08,03,3
2011-08-10 04:00:00,3,0,1,1,28.7,32.575,54,8.9981,1,4,5,11081010.,04AM00.,08,04,3
2011-08-10 05:00:00,3,0,1,1,27.88,31.82,61,6.0032,2,30,32,11081010.,05AM00.,08,05,3
2011-08-10 06:00:00,3,0,1,1,27.88,31.82,61,0.0,9,110,119,11081010.,06AM00.,08,06,3
2011-08-10 07:00:00,3,0,1,1,28.7,32.575,58,6.0032,16,289,305,11081010.,07AM00.,08,07,3
2011-08-10 08:00:00,3,0,1,1,30.34,33.335,51,12.998,38,361,399,11081010.,08AM00.,08,08,3
2011-08-10 09:00:00,3,0,1,1,31.16,34.09,48,15.0013,32,148,180,11081010.,09AM00.,08,09,3
2011-08-10 10:00:00,3,0,1,1,32.8,36.365,43,15.0013,41,72,113,11081010.,10AM00.,08,10,3
2011-08-10 11:00:00,3,0,1,1,32.8,35.605,41,26.0027,54,95,149,11081010.,11AM00.,08,11,3
2011-08-10 12:00:00,3,0,1,1,33.62,36.365,38,19.9995,74,166,240,11081010.,12PM00.,08,12,3
2011-08-10 13:00:00,3,0,1,1,33.62,36.365,38,19.0012,41,150,191,11081010.,01PM00.,08,13,3
2011-08-10 14:00:00,3,0,1,1,34.44,36.365,34,22.0028,62,116,178,11081010.,02PM00.,08,14,3
2011-08-10 15:00:00,3,0,1,1,35.26,37.12,30,22.0028,53,141,194,11081010.,03PM00.,08,15,3
2011-08-10 16:00:00,3,0,1,1,35.26,37.12,26,19.9995,76,206,282,11081010.,04PM00.,08,16,3
2011-08-10 17:00:00,3,0,1,1,34.44,35.605,26,19.9995,71,513,584,11081010.,05PM00.,08,17,3
2011-08-10 18:00:00,3,0,1,1,33.62,35.605,28,19.9995,70,489,559,11081010.,06PM00.,08,18,3
2011-08-10 19:00:00,3,0,1,1,32.8,34.85,26,16.9979,79,334,413,11081010.,07PM00.,08,19,3
2011-08-10 20:00:00,3,0,1,1,31.16,33.335,31,8.9981,59,253,312,11081010.,08PM00.,08,20,3
2011-08-10 21:00:00,3,0,1,1,31.16,33.335,33,7.0015,47,162,209,11081010.,09PM00.,08,21,3
2011-08-10 22:00:00,3,0,1,1,30.34,32.575,37,0.0,17,122,139,11081010.,10PM00.,08,22,3
2011-08-10 23:00:00,3,0,1,1,30.34,32.575,37,6.0032,14,94,108,11081010.,11PM00.,08,23,3
2011-08-11 00:00:00,3,0,1,1,28.7,31.82,45,7.0015,6,40,46,11081110.,12AM00.,08,00,4
2011-08-11 01:00:00,3,0,1,1,28.7,31.82,45,8.9981,9,17,26,11081110.,01AM00.,08,01,4
2011-08-11 02:00:00,3,0,1,1,27.06,31.06,54,8.9981,3,8,11,11081110.,02AM00.,08,02,4
2011-08-11 03:00:00,3,0,1,1,26.24,31.06,57,8.9981,2,7,9,11081110.,03AM00.,08,03,4
2011-08-11 04:00:00,3,0,1,1,26.24,31.06,57,11.0014,1,4,5,11081110.,04AM00.,08,04,4
2011-08-11 05:00:00,3,0,1,1,26.24,31.06,61,12.998,2,23,25,11081110.,05AM00.,08,05,4
2011-08-11 06:00:00,3,0,1,1,25.42,30.305,65,11.0014,5,101,106,11081110.,06AM00.,08,06,4
2011-08-11 07:00:00,3,0,1,1,27.06,31.06,54,8.9981,15,292,307,11081110.,07AM00.,08,07,4
2011-08-11 08:00:00,3,0,1,1,28.7,31.82,45,11.0014,29,361,390,11081110.,08AM00.,08,08,4
2011-08-11 09:00:00,3,0,1,1,29.52,32.575,39,15.0013,31,166,197,11081110.,09AM00.,08,09,4
2011-08-11 10:00:00,3,0,1,1,30.34,32.575,37,16.9979,36,96,132,11081110.,10AM00.,08,10,4
2011-08-11 11:00:00,3,0,1,1,31.16,33.335,35,16.9979,59,128,187,11081110.,11AM00.,08,11,4
2011-08-11 12:00:00,3,0,1,1,31.98,34.09,31,16.9979,50,164,214,11081110.,12PM00.,08,12,4
2011-08-11 13:00:00,3,0,1,1,31.16,33.335,31,15.0013,51,166,217,11081110.,01PM00.,08,13,4
2011-08-11 14:00:00,3,0,1,1,32.8,34.85,29,0.0,39,103,142,11081110.,02PM00.,08,14,4
2011-08-11 15:00:00,3,0,1,1,32.8,34.85,29,19.9995,52,126,178,11081110.,03PM00.,08,15,4
2011-08-11 16:00:00,3,0,1,1,32.8,34.85,27,12.998,57,241,298,11081110.,04PM00.,08,16,4
2011-08-11 17:00:00,3,0,1,1,32.8,34.85,29,16.9979,96,486,582,11081110.,05PM00.,08,17,4
2011-08-11 18:00:00,3,0,1,1,31.98,34.09,29,6.0032,74,497,571,11081110.,06PM00.,08,18,4
2011-08-11 19:00:00,3,0,1,1,30.34,32.575,35,12.998,48,323,371,11081110.,07PM00.,08,19,4
2011-08-11 20:00:00,3,0,1,1,29.52,32.575,37,8.9981,56,232,288,11081110.,08PM00.,08,20,4
2011-08-11 21:00:00,3,0,1,1,28.7,32.575,48,6.0032,35,171,206,11081110.,09PM00.,08,21,4
2011-08-11 22:00:00,3,0,1,1,28.7,32.575,48,0.0,34,123,157,11081110.,10PM00.,08,22,4
2011-08-11 23:00:00,3,0,1,1,27.06,31.06,50,11.0014,22,105,127,11081110.,11PM00.,08,23,4
2011-08-12 00:00:00,3,0,1,1,26.24,31.06,53,11.0014,12,53,65,11081210.,12AM00.,08,00,5
2011-08-12 01:00:00,3,0,1,1,26.24,31.06,53,8.9981,4,19,23,11081210.,01AM00.,08,01,5
2011-08-12 02:00:00,3,0,1,1,25.42,31.06,57,12.998,0,15,15,11081210.,02AM00.,08,02,5
2011-08-12 03:00:00,3,0,1,1,25.42,31.06,53,11.0014,0,9,9,11081210.,03AM00.,08,03,5
2011-08-12 04:00:00,3,0,1,1,25.42,31.06,53,8.9981,0,5,5,11081210.,04AM00.,08,04,5
2011-08-12 05:00:00,3,0,1,1,24.6,31.06,56,8.9981,2,24,26,11081210.,05AM00.,08,05,5
2011-08-12 06:00:00,3,0,1,1,25.42,31.06,50,8.9981,3,73,76,11081210.,06AM00.,08,06,5
2011-08-12 07:00:00,3,0,1,1,26.24,31.06,44,11.0014,17,247,264,11081210.,07AM00.,08,07,5
2011-08-12 08:00:00,3,0,1,1,27.88,31.82,39,15.0013,29,397,426,11081210.,08AM00.,08,08,5
2011-08-12 09:00:00,3,0,1,1,29.52,32.575,34,8.9981,27,178,205,11081210.,09AM00.,08,09,5
2011-08-12 10:00:00,3,0,1,1,30.34,32.575,33,7.0015,44,86,130,11081210.,10AM00.,08,10,5
2011-08-12 11:00:00,3,0,1,1,31.16,33.335,29,0.0,48,108,156,11081210.,11AM00.,08,11,5
2011-08-12 12:00:00,3,0,1,1,32.8,34.85,27,0.0,55,167,222,11081210.,12PM00.,08,12,5
2011-08-12 13:00:00,3,0,1,1,31.98,34.09,29,6.0032,74,179,253,11081210.,01PM00.,08,13,5
2011-08-12 14:00:00,3,0,1,1,32.8,34.85,29,12.998,51,135,186,11081210.,02PM00.,08,14,5
2011-08-12 15:00:00,3,0,1,1,32.8,34.85,29,11.0014,59,190,249,11081210.,03PM00.,08,15,5
2011-08-12 16:00:00,3,0,1,1,33.62,35.605,28,0.0,68,266,334,11081210.,04PM00.,08,16,5
2011-08-12 17:00:00,3,0,1,1,33.62,35.605,26,0.0,93,423,516,11081210.,05PM00.,08,17,5
2011-08-12 18:00:00,3,0,1,1,31.16,34.09,40,19.9995,89,376,465,11081210.,06PM00.,08,18,5
2011-08-12 19:00:00,3,0,1,1,30.34,33.335,42,15.0013,101,284,385,11081210.,07PM00.,08,19,5
2011-08-12 20:00:00,3,0,1,1,29.52,32.575,42,15.0013,77,210,287,11081210.,08PM00.,08,20,5
2011-08-12 21:00:00,3,0,1,1,28.7,32.575,48,8.9981,73,153,226,11081210.,09PM00.,08,21,5
2011-08-12 22:00:00,3,0,1,1,27.88,31.82,51,0.0,74,157,231,11081210.,10PM00.,08,22,5
2011-08-12 23:00:00,3,0,1,1,27.88,31.82,51,0.0,51,100,151,11081210.,11PM00.,08,23,5
2011-08-13 00:00:00,3,0,0,1,27.88,31.82,51,7.0015,15,69,84,11081310.,12AM00.,08,00,6
2011-08-13 01:00:00,3,0,0,2,27.88,31.82,57,6.0032,13,64,77,11081310.,01AM00.,08,01,6
2011-08-13 02:00:00,3,0,0,1,27.88,31.82,57,0.0,16,58,74,11081310.,02AM00.,08,02,6
2011-08-13 03:00:00,3,0,0,1,27.06,31.06,65,8.9981,9,18,27,11081310.,03AM00.,08,03,6
2011-08-13 04:00:00,3,0,0,2,26.24,30.305,73,8.9981,5,5,10,11081310.,04AM00.,08,04,6
2011-08-13 05:00:00,3,0,0,1,26.24,30.305,73,7.0015,3,15,18,11081310.,05AM00.,08,05,6
2011-08-13 06:00:00,3,0,0,1,26.24,30.305,73,6.0032,3,19,22,11081310.,06AM00.,08,06,6
2011-08-13 07:00:00,3,0,0,2,27.06,31.06,74,12.998,10,34,44,11081310.,07AM00.,08,07,6
2011-08-13 08:00:00,3,0,0,2,28.7,32.575,65,11.0014,28,90,118,11081310.,08AM00.,08,08,6
2011-08-13 09:00:00,3,0,0,2,28.7,33.335,74,11.0014,70,138,208,11081310.,09AM00.,08,09,6
2011-08-13 10:00:00,3,0,0,2,29.52,34.85,74,15.0013,97,163,260,11081310.,10AM00.,08,10,6
2011-08-13 11:00:00,3,0,0,2,30.34,34.85,70,12.998,122,192,314,11081310.,11AM00.,08,11,6
2011-08-13 12:00:00,3,0,0,2,27.06,29.545,89,11.0014,175,246,421,11081310.,12PM00.,08,12,6
2011-08-13 13:00:00,3,0,0,2,30.34,35.605,74,22.0028,61,92,153,11081310.,01PM00.,08,13,6
2011-08-13 14:00:00,3,0,0,1,30.34,34.85,70,16.9979,113,146,259,11081310.,02PM00.,08,14,6
2011-08-13 15:00:00,3,0,0,3,27.88,31.82,79,23.9994,150,208,358,11081310.,03PM00.,08,15,6
2011-08-13 16:00:00,3,0,0,2,28.7,33.335,74,19.0012,148,133,281,11081310.,04PM00.,08,16,6
2011-08-13 17:00:00,3,0,0,2,29.52,34.85,74,16.9979,97,172,269,11081310.,05PM00.,08,17,6
2011-08-13 18:00:00,3,0,0,1,28.7,33.335,74,15.0013,123,169,292,11081310.,06PM00.,08,18,6
2011-08-13 19:00:00,3,0,0,2,27.88,31.82,79,19.0012,67,170,237,11081310.,07PM00.,08,19,6
2011-08-13 20:00:00,3,0,0,2,27.88,31.82,83,15.0013,78,105,183,11081310.,08PM00.,08,20,6
2011-08-13 21:00:00,3,0,0,2,27.88,31.82,83,26.0027,40,127,167,11081310.,09PM00.,08,21,6
2011-08-13 22:00:00,3,0,0,2,27.88,31.82,83,26.0027,36,118,154,11081310.,10PM00.,08,22,6
2011-08-13 23:00:00,3,0,0,2,27.06,30.305,83,22.0028,25,95,120,11081310.,11PM00.,08,23,6
2011-08-14 00:00:00,3,0,0,3,27.06,30.305,83,19.9995,19,71,90,11081410.,12AM00.,08,00,7
2011-08-14 01:00:00,3,0,0,3,26.24,28.79,89,15.0013,16,57,73,11081410.,01AM00.,08,01,7
2011-08-14 02:00:00,3,0,0,3,26.24,28.79,89,15.0013,13,49,62,11081410.,02AM00.,08,02,7
2011-08-14 03:00:00,3,0,0,2,26.24,28.03,94,16.9979,5,22,27,11081410.,03AM00.,08,03,7
2011-08-14 04:00:00,3,0,0,3,26.24,28.03,94,12.998,1,2,3,11081410.,04AM00.,08,04,7
2011-08-14 05:00:00,3,0,0,2,26.24,28.03,94,11.0014,1,9,10,11081410.,05AM00.,08,05,7
2011-08-14 06:00:00,3,0,0,2,26.24,28.03,94,7.0015,2,4,6,11081410.,06AM00.,08,06,7
2011-08-14 07:00:00,3,0,0,2,27.06,29.545,89,12.998,4,20,24,11081410.,07AM00.,08,07,7
2011-08-14 08:00:00,3,0,0,2,27.06,29.545,89,19.0012,20,21,41,11081410.,08AM00.,08,08,7
2011-08-14 09:00:00,3,0,0,3,27.06,29.545,89,19.0012,27,76,103,11081410.,09AM00.,08,09,7
2011-08-14 10:00:00,3,0,0,1,28.7,33.335,79,15.0013,67,116,183,11081410.,10AM00.,08,10,7
2011-08-14 11:00:00,3,0,0,1,28.7,33.335,79,12.998,81,117,198,11081410.,11AM00.,08,11,7
2011-08-14 12:00:00,3,0,0,2,28.7,33.335,79,15.0013,98,183,281,11081410.,12PM00.,08,12,7
2011-08-14 13:00:00,3,0,0,1,29.52,34.85,74,16.9979,144,233,377,11081410.,01PM00.,08,13,7
2011-08-14 14:00:00,3,0,0,1,30.34,34.85,70,12.998,126,244,370,11081410.,02PM00.,08,14,7
2011-08-14 15:00:00,3,0,0,1,30.34,34.85,66,12.998,128,203,331,11081410.,03PM00.,08,15,7
2011-08-14 16:00:00,3,0,0,1,30.34,34.85,66,11.0014,116,176,292,11081410.,04PM00.,08,16,7
2011-08-14 17:00:00,3,0,0,1,31.16,35.605,62,8.9981,133,196,329,11081410.,05PM00.,08,17,7
2011-08-14 18:00:00,3,0,0,1,30.34,34.85,66,11.0014,125,222,347,11081410.,06PM00.,08,18,7
2011-08-14 19:00:00,3,0,0,1,29.52,34.85,74,15.0013,75,184,259,11081410.,07PM00.,08,19,7
2011-08-14 20:00:00,3,0,0,1,28.7,33.335,84,11.0014,67,126,193,11081410.,08PM00.,08,20,7
2011-08-14 21:00:00,3,0,0,3,24.6,27.275,88,32.9975,51,104,155,11081410.,09PM00.,08,21,7
2011-08-14 22:00:00,3,0,0,3,24.6,27.275,88,32.9975,14,25,39,11081410.,10PM00.,08,22,7
2011-08-14 23:00:00,3,0,0,3,24.6,28.03,83,0.0,5,22,27,11081410.,11PM00.,08,23,7
2011-08-15 00:00:00,3,0,1,3,24.6,27.275,88,6.0032,7,18,25,11081510.,12AM00.,08,00,1
2011-08-15 01:00:00,3,0,1,2,24.6,27.275,88,8.9981,1,9,10,11081510.,01AM00.,08,01,1
2011-08-15 02:00:00,3,0,1,2,24.6,28.03,83,0.0,0,3,3,11081510.,02AM00.,08,02,1
2011-08-15 03:00:00,3,0,1,1,24.6,28.03,83,12.998,1,6,7,11081510.,03AM00.,08,03,1
2011-08-15 04:00:00,3,0,1,1,24.6,28.03,83,8.9981,1,4,5,11081510.,04AM00.,08,04,1
2011-08-15 05:00:00,3,0,1,2,24.6,27.275,88,12.998,3,14,17,11081510.,05AM00.,08,05,1
2011-08-15 06:00:00,3,0,1,1,24.6,27.275,88,16.9979,3,87,90,11081510.,06AM00.,08,06,1
2011-08-15 07:00:00,3,0,1,1,24.6,27.275,88,16.9979,10,248,258,11081510.,07AM00.,08,07,1
2011-08-15 08:00:00,3,0,1,1,26.24,29.545,78,22.0028,29,326,355,11081510.,08AM00.,08,08,1
2011-08-15 09:00:00,3,0,1,1,26.24,29.545,78,22.0028,52,170,222,11081510.,09AM00.,08,09,1
2011-08-15 10:00:00,3,0,1,1,27.88,31.82,69,19.0012,54,87,141,11081510.,10AM00.,08,10,1
2011-08-15 11:00:00,3,0,1,2,29.52,34.09,62,16.9979,41,112,153,11081510.,11AM00.,08,11,1
2011-08-15 12:00:00,3,0,1,1,30.34,34.09,58,19.0012,62,116,178,11081510.,12PM00.,08,12,1
2011-08-15 13:00:00,3,0,1,1,31.98,35.605,52,19.0012,53,140,193,11081510.,01PM00.,08,13,1
2011-08-15 14:00:00,3,0,1,1,30.34,34.09,55,6.0032,56,95,151,11081510.,02PM00.,08,14,1
2011-08-15 15:00:00,3,0,1,3,30.34,34.09,55,19.9995,49,133,182,11081510.,03PM00.,08,15,1
2011-08-15 16:00:00,3,0,1,1,30.34,34.09,55,22.0028,58,225,283,11081510.,04PM00.,08,16,1
2011-08-15 17:00:00,3,0,1,1,30.34,33.335,51,19.0012,59,471,530,11081510.,05PM00.,08,17,1
2011-08-15 18:00:00,3,0,1,1,28.7,32.575,65,12.998,70,413,483,11081510.,06PM00.,08,18,1
2011-08-15 19:00:00,3,0,1,1,28.7,32.575,65,0.0,54,343,397,11081510.,07PM00.,08,19,1
2011-08-15 20:00:00,3,0,1,1,27.06,31.06,74,8.9981,45,240,285,11081510.,08PM00.,08,20,1
2011-08-15 21:00:00,3,0,1,1,27.06,31.06,65,12.998,34,150,184,11081510.,09PM00.,08,21,1
2011-08-15 22:00:00,3,0,1,1,27.06,31.06,69,16.9979,22,76,98,11081510.,10PM00.,08,22,1
2011-08-15 23:00:00,3,0,1,1,26.24,30.305,69,15.0013,11,77,88,11081510.,11PM00.,08,23,1
2011-08-16 00:00:00,3,0,1,1,26.24,30.305,69,7.0015,8,23,31,11081610.,12AM00.,08,00,2
2011-08-16 01:00:00,3,0,1,1,26.24,30.305,69,11.0014,4,12,16,11081610.,01AM00.,08,01,2
2011-08-16 02:00:00,3,0,1,1,25.42,29.545,73,15.0013,1,3,4,11081610.,02AM00.,08,02,2
2011-08-16 03:00:00,3,0,1,1,25.42,29.545,73,15.0013,1,5,6,11081610.,03AM00.,08,03,2
2011-08-16 04:00:00,3,0,1,1,26.24,30.305,69,19.9995,0,5,5,11081610.,04AM00.,08,04,2
2011-08-16 05:00:00,3,0,1,1,25.42,29.545,73,19.0012,1,29,30,11081610.,05AM00.,08,05,2
2011-08-16 06:00:00,3,0,1,1,25.42,29.545,73,22.0028,4,115,119,11081610.,06AM00.,08,06,2
2011-08-16 07:00:00,3,0,1,1,26.24,30.305,69,16.9979,18,328,346,11081610.,07AM00.,08,07,2
2011-08-16 08:00:00,3,0,1,1,28.7,32.575,58,30.0026,24,417,441,11081610.,08AM00.,08,08,2
2011-08-16 09:00:00,3,0,1,1,27.88,31.82,61,19.0012,27,171,198,11081610.,09AM00.,08,09,2
2011-08-16 10:00:00,3,0,1,1,28.7,32.575,58,26.0027,28,83,111,11081610.,10AM00.,08,10,2
2011-08-16 11:00:00,3,0,1,1,30.34,33.335,51,15.0013,40,110,150,11081610.,11AM00.,08,11,2
2011-08-16 12:00:00,3,0,1,1,31.16,34.09,48,22.0028,42,120,162,11081610.,12PM00.,08,12,2
2011-08-16 13:00:00,3,0,1,1,31.16,34.09,48,19.9995,45,147,192,11081610.,01PM00.,08,13,2
2011-08-16 14:00:00,3,0,1,1,31.16,34.09,45,27.9993,65,117,182,11081610.,02PM00.,08,14,2
2011-08-16 15:00:00,3,0,1,1,32.8,35.605,41,19.9995,36,123,159,11081610.,03PM00.,08,15,2
2011-08-16 16:00:00,3,0,1,1,32.8,35.605,41,15.0013,55,248,303,11081610.,04PM00.,08,16,2
